450.000000000,92.173410059
454.000000000,97.370323075
458.000000000,97.597316808
462.000000000,98.536086350
466.000000000,98.129028895
470.000000000,97.723653015
474.000000000,95.499123587
478.000000000,99.175496648
482.000000000,96.069102845
486.000000000,96.767584192
490.000000000,94.344877518
494.000000000,97.774233277
498.000000000,95.523834829
502.000000000,96.243249092
506.000000000,98.306909209
510.000000000,96.567501498
514.000000000,97.824839718
518.000000000,96.917918221
522.000000000,98.638114276
526.000000000,96.367832508
530.000000000,99.432421039
534.000000000,98.689167849
538.000000000,99.047283512
542.000000000,97.370323075
546.000000000,98.587087114
550.000000000,98.078265092
554.000000000,97.850152760
558.000000000,99.767418060
562.000000000,98.434163958
566.000000000,99.355273913
570.000000000,97.068485802
574.000000000,99.561132722
578.000000000,97.194137457
582.000000000,97.976816255
586.000000000,98.663637760
590.000000000,97.976816255
594.000000000,98.485111969
598.000000000,97.168994121
602.000000000,98.536086350
606.000000000,97.118726960
610.000000000,97.799533224
614.000000000,97.093603131
618.000000000,97.976816255
622.000000000,96.892846340
626.000000000,97.420720459
630.000000000,97.698372698
634.000000000,96.243249092
638.000000000,97.521593494
642.000000000,97.698372698
646.000000000,97.345134161
650.000000000,96.019404676
654.000000000,97.698372698
658.000000000,97.043374971
662.000000000,97.294775880
666.000000000,96.993172795
670.000000000,97.850152760
674.000000000,97.294775880
678.000000000,96.342902930
682.000000000,97.496365447
686.000000000,97.143857289
690.000000000,97.723653015
694.000000000,96.942996589
698.000000000,97.546828068
702.000000000,96.942996589
706.000000000,96.842722035
710.000000000,96.542520267
714.000000000,96.193460834
718.000000000,96.293063119
722.000000000,95.252362481
726.000000000,95.350990318
730.000000000,94.809798158
734.000000000,94.760751448
738.000000000,94.393708978
742.000000000,95.129221135
746.000000000,94.613763504
750.000000000,94.883415824
754.000000000,95.598006929
758.000000000,95.721755102
762.000000000,96.268152884
766.000000000,95.696992659
770.000000000,96.268152884
774.000000000,95.129221135
778.000000000,95.548552466
782.000000000,94.736237609
786.000000000,94.834331031
790.000000000,93.857950145
794.000000000,94.491447733
798.000000000,94.883415824
802.000000000,94.393708978
806.000000000,94.785271631
810.000000000,94.344877518
814.000000000,94.515898230
818.000000000,93.785128112
822.000000000,93.833669853
826.000000000,92.843567328
830.000000000,91.650253176
834.000000000,90.425473800
838.000000000,89.656713270
842.000000000,89.448187947
846.000000000,88.963512992
850.000000000,90.121844970
854.000000000,90.706654434
858.000000000,92.125727198
862.000000000,92.460025952
866.000000000,92.747533085
870.000000000,92.221117600
874.000000000,91.840147594
878.000000000,91.224425078
882.000000000,90.824070927
886.000000000,90.706654434
890.000000000,90.448872191
894.000000000,91.035803766
898.000000000,90.683189357
902.000000000,90.121844970
906.000000000,89.009559139
910.000000000,87.412036818
914.000000000,84.652195841
918.000000000,82.085610209
922.000000000,79.350099926
926.000000000,76.467971391
930.000000000,74.592080580
934.000000000,72.894106003
938.000000000,72.931834873
942.000000000,74.149524779
946.000000000,76.824917579
950.000000000,79.865010483
954.000000000,83.629050700
958.000000000,86.601651076
962.000000000,88.161550393
966.000000000,88.963512992
970.000000000,88.481464247
974.000000000,88.252836140
978.000000000,87.118526447
982.000000000,86.444950709
986.000000000,85.223558861
990.000000000,83.975959550
994.000000000,82.362164221
998.000000000,80.654080988
1002.000000000,78.675497712
1006.000000000,76.132378487
1010.000000000,73.690526592
1014.000000000,71.105888255
1018.000000000,69.595224000
1022.000000000,67.659980767
1026.000000000,66.583307382
1030.000000000,65.693513205
1034.000000000,65.303752722
1038.000000000,65.067640273
1042.000000000,64.966710737
1046.000000000,64.983521447
1050.000000000,64.966710737
1054.000000000,65.320650645
1058.000000000,65.540721957
1062.000000000,66.119804835
1066.000000000,66.085599944
1070.000000000,66.017243236
1074.000000000,64.933102360
1078.000000000,63.553580648
1082.000000000,62.171188404
1086.000000000,61.213524971
1090.000000000,61.324487865
1094.000000000,61.738399687
1098.000000000,63.422173300
1102.000000000,65.320650645
1106.000000000,67.502615871
1110.000000000,68.116654225
1114.000000000,68.099032998
1118.000000000,67.136852985
1122.000000000,66.017243236
1126.000000000,64.832381512
1130.000000000,63.438584348
1134.000000000,62.607010988
1138.000000000,62.042639376
1142.000000000,62.574623324
1146.000000000,63.389363939
1150.000000000,65.795571870
1154.000000000,68.878696074
1158.000000000,72.649343646
1162.000000000,76.606586303
1166.000000000,80.009783271
1170.000000000,83.132878436
1174.000000000,84.915424300
1178.000000000,86.422588100
1182.000000000,86.624060019
1186.000000000,86.781085062
1190.000000000,85.932071672
1194.000000000,85.333877685
1198.000000000,84.084663401
1202.000000000,82.661033708
1206.000000000,81.324605083
1210.000000000,79.906347385
1214.000000000,78.634797549
1218.000000000,77.423534388
1222.000000000,76.646236695
1226.000000000,75.251136437
1230.000000000,73.919669422
1234.000000000,72.274390019
1238.000000000,70.501374969
1242.000000000,68.985703105
1246.000000000,68.275450592
1250.000000000,68.505476899
1254.000000000,69.218122318
1258.000000000,71.253215849
1262.000000000,73.329168933
1266.000000000,75.857114025
1270.000000000,78.006630691
1274.000000000,80.175559259
1278.000000000,81.661954664
1282.000000000,83.025405043
1286.000000000,83.867396230
1290.000000000,84.389783361
1294.000000000,84.827590659
1298.000000000,84.849540548
1302.000000000,85.289733029
1306.000000000,85.400137513
1310.000000000,85.887617561
1314.000000000,85.998795985
1318.000000000,86.154687599
1322.000000000,85.887617561
1326.000000000,85.333877685
1330.000000000,84.367952408
1334.000000000,83.046888601
1338.000000000,81.746510487
1342.000000000,80.009783271
1346.000000000,78.594118440
1350.000000000,76.884570392
1354.000000000,75.134410792
1358.000000000,73.177548968
1362.000000000,70.629174121
1366.000000000,67.397909328
1370.000000000,63.537139852
1374.000000000,59.403670571
1378.000000000,55.913971274
1382.000000000,54.008696660
1386.000000000,53.688262349
1390.000000000,55.639784853
1394.000000000,59.342225425
1398.000000000,64.547853405
1402.000000000,69.685312508
1406.000000000,74.245508665
1410.000000000,78.350485333
1414.000000000,81.577486302
1418.000000000,84.149953243
1422.000000000,85.577082027
1426.000000000,86.221584768
1430.000000000,85.732209193
1434.000000000,84.805646449
1438.000000000,82.810874899
1442.000000000,80.528974577
1446.000000000,77.845339315
1450.000000000,74.476377228
1454.000000000,71.901371580
1458.000000000,69.685312508
1462.000000000,68.896519046
1466.000000000,69.218122318
1470.000000000,70.922157065
1474.000000000,74.015355769
1478.000000000,77.563881467
1482.000000000,81.683085416
1486.000000000,85.599225853
1490.000000000,88.986533087
1494.000000000,91.295258783
1498.000000000,93.349380895
1502.000000000,94.589287690
1506.000000000,95.400342526
1510.000000000,95.771299212
1514.000000000,96.642483981
1518.000000000,96.642483981
1522.000000000,96.892846340
1526.000000000,97.194137457
1530.000000000,97.269606509
1534.000000000,97.445928931
1538.000000000,97.420720459
1542.000000000,97.622570977
1546.000000000,97.572069173
1550.000000000,97.976816255
1554.000000000,97.900798496
1558.000000000,98.129028895
1562.000000000,97.926131193
1566.000000000,98.485111969
1570.000000000,98.561583433
1574.000000000,98.383242303
1578.000000000,98.536086350
1582.000000000,98.714704544
1586.000000000,98.791354282
1590.000000000,98.612597395
1594.000000000,98.842487169
1598.000000000,98.689167849
1602.000000000,98.714704544
1606.000000000,98.663637760
1610.000000000,98.842487169
1614.000000000,98.791354282
1618.000000000,98.689167849
1622.000000000,98.765797758
1626.000000000,98.740247846
1630.000000000,98.893646522
1634.000000000,98.919236127
1638.000000000,98.996044680
1642.000000000,99.098548864
1646.000000000,98.944832354
1650.000000000,99.201159185
1654.000000000,98.740247846
1658.000000000,99.047283512
1662.000000000,98.893646522
1666.000000000,99.098548864
1670.000000000,98.842487169
1674.000000000,98.996044680
1678.000000000,98.868063536
1682.000000000,99.072912872
1686.000000000,98.663637760
1690.000000000,99.021660781
1694.000000000,99.098548864
1698.000000000,98.893646522
1702.000000000,98.893646522
1706.000000000,99.021660781
1710.000000000,99.278186644
1714.000000000,99.047283512
1718.000000000,98.996044680
1722.000000000,98.944832354
1726.000000000,98.996044680
1730.000000000,98.970435204
1734.000000000,98.919236127
1738.000000000,98.944832354
1742.000000000,99.124191490
1746.000000000,99.303875753
1750.000000000,99.149840751
1754.000000000,99.303875753
1758.000000000,99.149840751
1762.000000000,99.329571508
1766.000000000,99.278186644
1770.000000000,99.380982969
1774.000000000,99.303875753
1778.000000000,99.406698677
